ID, ﻿Family,Genus,Species,Botanical author,Common name,Type of material,Source,Accession numbers,Date collected,Collector,Notes,Needs label?
2045 , POLYGONACEAE,Rumex,patientia,L.,Patience dock,,"Botanical Garden of Bonn University, Germany",,7/1994,,,
2046 , POLYPODIACEAE,Osmunda,cinnamomea ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Conley",,5/2001,G.J. Fritz,,
2047 , POLYPODIACEAE,Osmunda,cinnamomea ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately",,5/2001,G.J. Fritz,,
2048 , POLYPODIACEAE,Platycerium,andinum,Bak.,,,"Botanic Garden of Smith College.  Northampton, MA 01063",,6/16/06,G.J. Fritz,,
2049 , POLYPODIACEAE,Platycerium,stemaria ,(Beauv.) Desv.,,,"Botanic Garden of Smith College.  Northampton, MA 01063",,6/16/06,G.J. Fritz,,
2050 , POLYPODIACEAE,Pseudodrynaria,coronanus,(Wallich. & Mett. ) Ching.,,,"Botanic Garden of Smith College.  Northampton, MA 01063",,6/16/06,G.J. Fritz,,
2051 , POLYPODIACEAE,Pyrrosia,subfurfuracea,(Hook.) Ching.,,,"Botanic Garden of Smith College.  Northampton, MA 01063",,6/16/06,G.J. Fritz,,
2052 , PONTEDERIACEAE,Pontederia,cordata ,L.,,,"Botanic Garden of Smith College. Northampton, MA 01063. Cranberry Pond, Frank county, MA. Pond edge or mixed conifer/deciduous forest",,4/16/07,G.J. Fritz,,
2053 , PORTULACACEAE,Claytonia,virginica,L.,Spring beauty,,"Washington University.  St. Louis, MO",,1993,G.J. Fritz,,
2054 , PORTULACACEAE,Lewisia,nevadensis,(Gray) Rob. In Gray,var. of bitterroot,,"Botanischer Garten.  U. Regensburg, Germany",,6/1994,G.J. Fritz,,
2055 , PORTULACACEAE,Portulaca,grandifolia ,Hook.,Moss rose,,"Botanical Garden of Bonn University, Germany",,7/1994,,,
2056 , PORTULACACEAE,Portulaca,halimoides ,L.,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams",,9/4/98,G.J. Fritz,,
2057 , Portulacaceae,Portulaca,oleraceae,,Common purslane,,USDA GRIN,PI674273,2023,,,
2058 , PORTULACACEAE,Portulaca,oleraceae,L.,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams",,9/4/98,G.J. Fritz,,
2059 , PORTULACACEAE,Portulaca,oleraceae,,Common purslane,Seeds and pods,Cornell weed garden,,10/17/2018,,,NEEDS LABEL
2060 , PORTULACACEAE,Portulaca,oleraceae,L.,Common purslane,Seeds,,720,1997,,,NEEDS LABEL
2061 , PORTULACACEAE,Talinum,calycinum,,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",223,2014,G.J. Fritz,,NEEDS LABEL
2062 , PORTULACACEAE,Talinum,paniculatum ,(Jacq.) Gaertn.,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams",,9/4/98,G.J. Fritz,,
2063 , PORTULACACEAE,Talinum,paniculatum ,(Jacq.) Gaertn.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
2064 , PRIMULACEAE,Anagallis,arvensis ,L.,Pimpernel,,"Botanischer Garten, Halle, Germany",,1993,,,
2065 , PRIMULACEAE,Cyclamen,linearifolium ,L.,,,"Arboretum Trsteno, Hrvatska, Croatia",,2001,G.J. Fritz,,
2066 , PRIMULACEAE,Dodecatheon,media ,,,,"Botanic Garden of Smith College.  Northampton, MA.",,1999,G.J. Fritz,,
2067 , PRIMULACEAE,Dodecatheon,media ,L.,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
2068 , PRIMULACEAE,Lysimachia,ciliata,L.,Fringed loosestrife,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
2069 , PRIMULACEAE,Primula,clusiana ,Tausch.,Primrose,,,,1977,H.C. Cutler,,
2070 , PRIMULACEAE,Talinum,patens ,Willd.,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,2/2004,G.J. Fritz,,
2071 , PUNIACEAE,Punica,granatum ,L.,Pomgranate,,"Acari, Peru",,6/26/89,P.J. Wright,,
2072 , PUNIACEAE,Punica,granatum ,L.,Pomgranate,,"Market.  St. Louis Co., MO",,1980,G.E. Wagner,,
2073 , RANUNCULACEAE,Aconitum,,spec.,,,"Botanical Garden of Bonn University, Germany",,9/22/08,G.J. Fritz,,
2074 , RANUNCULACEAE,Aconitum,anthora ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
2075 , RANUNCULACEAE,Aconitum,lycoctonum,L.,,,"Botanic Garden of Smith College. Northampton, MA  01063",,6/16/06,G.J. Fritz,,
2076 , RANUNCULACEAE,Aconitum,uncinatum,L.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA.",,1997,G.J. Fritz,,
2077 , RANUNCULACEAE,Aconitum,uncinatum,L.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA.",,1997,G.J. Fritz,,
2078 , RANUNCULACEAE,Aconitum,vulparia,Rehb. ex. Spreng.,,,"Botanical Gardens at University of Leipzig, Germany Coll. at Wachstedt/Eichsfeld, Thuringen, Germany",,1998,G.J. Fritz,,
2079 , RANUNCULACEAE,Actea,pachypodia,Ell.,White baneberry,,"St. Louis Co., MO",,1978,L.W. Blake,,
2080 , RANUNCULACEAE,Actea,pachypodia ,Ell.,White baneberry,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
2081 , RANUNCULACEAE,Actea,rubra ,(Ait.) Willd.,Red baneberry,,"Emmet Co., MI",,1985,L.W. Blake,,
2082 , RANUNCULACEAE,Adonis,flammens ,Jaeq.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany",,1994,G.J. Fritz,,
2083 , RANUNCULACEAE,Anemone,canadensis ,L.,White Anemone,,Ion Nursery,,1995,M. Williams,,
2084 , RANUNCULACEAE,Anemone,cylindrica,Gray,Thimbleweed,,Prairie Moon Nursery,,1995,M. Williams,,
2085 , RANUNCULACEAE,Anemone,virginiana ,L.,Tall anemone,,"Bowman's Hill Wildflower Preserve.  New Hope, PA.",,1995,G.J. Fritz,,
2086 , RANUNCULACEAE,Anemone,virginiana ,L.,Tall anemone,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
2087 , RANUNCULACEAE,Aquilegia,,sp. L.,Columbine,,Vaughan 7190  Special mixture,,1977,H.C. Cutler,,
2088 , RANUNCULACEAE,Aquilegia,caerulea,,Rocky Mountain Columbine,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2089 , RANUNCULACEAE,Aquilegia,chrysantha,,Golden-spurred Columbine,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2090 , RANUNCULACEAE,Aquilegia,formosa,,Red Columbine,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2091 , RANUNCULACEAE,Caltha,palustris,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
2092 , RANUNCULACEAE,Cimcifuga,americana ,Michx.,American bugbane,,"Missouri Botanical Garden.  St. Louis, MO. (Missouri cultivated)",,1985,L.W. Blake,,
2093 , RANUNCULACEAE,Cimcifuga,racemosa,(L.) Nutt.,Black cohosh,,"Bowman's Hill Wildflower Preserve.  New Hope, PA.",,1995,G.J. Fritz,,
2094 , RANUNCULACEAE,Clematis,hirsutissima,,Sugarbowls,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2095 , RANUNCULACEAE,Clematis,ligusticifolia ,Nutt.,Virgin's bower,,"From banks of Pecos River.  Pecos, NM",,10/7/95,G. Powell,,
2096 , RANUNCULACEAE,Clematis,virginiana,L.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Red Cedar Natural Area,,1/2001,G.J. Fritz,,
2097 , RANUNCULACEAE,Clematis,virginiana ,L.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Red Cedar Natural Area,,1999,G.J. Fritz,,
2098 , RANUNCULACEAE,Clemontis,fremontii,S. Watson,Fremont's leather flower,,"Jefferson Co., MO",,1993,G.J. Fritz,,
2099 , RANUNCULACEAE,Consolida,ambigua ,(L.) P. Ball & Heyw.,Garden larkspur,,"Botanical Garden of Bonn University, Germany",,7/1994,,,
2100 , RANUNCULACEAE,Delphinium,,sp. L.,Cultivated dephinium,,,,1981,G.E. Wagner,,
2101 , RANUNCULACEAE,Delphinium,exaltatum ,Ait.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA.",,1997,G.J. Fritz,,
2102 , RANUNCULACEAE,Hydrastis,canadensis ,L.,Goldenseal,,"St. Francois Co., MO",,1985,L.W. Blake,,
2103 , RANUNCULACEAE,Nigella,sativa ,L.,"Black cumin,  Fennel flower",,Sturtevant P. 388,,1977,H.C. Cutler,,
2104 , RANUNCULACEAE,Ranunculus,acris ,L.,,,"Botanic Garden of Smith College.  Northampton,MA.  Collected at Conway, MA.",,1999,G.J. Fritz,,
2105 , RANUNCULACEAE,Ranunculus,acris ,L.,Tall buttercup,,"Botanical Garden of Bonn University, Germany",,7/1994,,,
2106 , RANUNCULACEAE,Ranunculus,acris ,L.,,Seeds,Bonn,2701,,Z,,NEEDS LABEL
2107 , RANUNCULACEAE,Ranunculus,arvensis ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
2108 , RANUNCULACEAE,Ranunculus,bulbosus,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA.",,1999,G.J. Fritz,,
2109 , RANUNCULACEAE,Ranunculus,bulbosus,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA.",,1998,G.J. Fritz,,
2110 , RANUNCULACEAE,Ranunculus,bulbosus,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA.",,1997,G.J. Fritz,,
2111 , RANUNCULACEAE,Ranunculus,muricatus ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
2112 , RANUNCULACEAE,Ranunculus,occidentalis ,Nutt.,,,"Hoyt Arboretum.  Portland, OR  97221",,1997,G.J. Fritz,,
2113 , RANUNCULACEAE,Ranunculus,recurvatus,Poir.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA.",,5/2001,G.J. Fritz,,
2114 , RANUNCULACEAE,Ranunculus,sardous ,Crantz.,Buttercup,,"E. Baton Rouge Parish, LA",,1987,M. Standifer,,
2115 , RANUNCULACEAE,Ranunculus,sceleratus,,,Seeds,"Deutschland, Nordrhein-Westfalen, Bonn, Selbstver-mehrung im Botanischen Garten",14382,1997,,,NEEDS LABEL
2116 , RANUNCULACEAE,Ranunculus,septenrionalis ,Poir.,,,"Botanic Garden of Smith College.  Northampton, MA.",,1998,G.J. Fritz,,
2117 , RANUNCULACEAE,Thalictrum,dasycarpum,Fisch. & Lall.,Purple meadow-rue,,Ion Nursery,,1995,M. Williams,,NEEDS LABEL
2118 , RANUNCULACEAE,Thalictrum,dasycarpum,Fisch. & Lall.,Purple meadow-rue,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
2119 , RANUNCULACEAE,Thalictrum,flavam,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
2120 , RANUNCULACEAE,Thalictrum,flavam,L.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
2121 , RESEDACEAE,Reseda,alba,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
2122 , RESEDACEAE,Reseda,luteola ,L.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
2123 , RHAMNACEAE,Berchemia,scandens ,(Hill) K. Koch,Supple-jack,,Oklahoma,,1993,Jacky Ng,,
2124 , RHAMNACEAE,Ceanothus,americanus ,L.,New Jersey tea,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
2125 , RHAMNACEAE,Ceanothus,americanus ,L.,New Jersey tea,,"St. Louis Co., MO",,1993,L.W. Blake,,
2126 , RHAMNACEAE,Ceanothus,velutina ,Dougl.,,,"Hoyt Arboretum.  Portland, OR  97221",,1994,G.J. Fritz,,
2127 , RHAMNACEAE,Rhamnus,alaternus,L.,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,10/2001,G.J. Fritz,,
2128 , RHAMNACEAE,Rhamnus,californica- occidentalis ,Esch.,Coffee-berry,,"Hoyt Arboretum.  Portland, OR  97221",,1994,G.J. Fritz,,
2129 , RHAMNACEAE,Rhamnus,caroliniana ,Walt.,Carolina buckthorn,,"M.C.N.P., Edmonson Co., KY",,7/14/80,G.E. Wagner,,
2130 , RHAMNACEAE,Rhamnus,caroliniana ,Walt.,Carolina buckthorn,,,,1977,H.C. Cutler,,
2131 , RHAMNACEAE,Rhamnus,cathartica,L.,,,"Botanical Gardens at University of Leipzig, Germany Collected at Dillstadt, Thuringen, Germany",,1998,G.J. Fritz,,
2132 , RHAMNACEAE,Rhamnus,cathartica ,L.,Common buckthorn,,"From Sheffield Seed Co.  Locke, NY  13092",,1995,M. Williams,,
2133 , RHAMNACEAE,Rhamnus,cathartica ,L.,Common buckthorn,,"Botanical Garden of Bonn University, Germany",,9/22/08,G.J. Fritz,,
2134 , RHAMNACEAE,Rhamnus,frangula ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Hatfield, MA",,1997,G.J. Fritz,,
2135 , RHAMNACEAE,Rhamnus,frangula ,L.,Alder buckthorn,,"Botanischer Garten.  U. Regensburg, Germany",,6/1994,G.J. Fritz,,
2136 , RHAMNACEAE,Rhamnus,lanceolata,var. lanceolata,,,"Mobot 906236.  Bush 10118.  Clark Co., MO 7/27/1923",,fall 2000,M. Marston,,
2137 , RHAMNACEAE,Rhamnus,purshiana,DC,,,"Hoyt Arboretum.  Portland, OR  97221",,1999,G.J. Fritz,,
2138 , RHAMNACEAE,Rhamnus,purshiana,DC,"Cascara, Chittim",,"Hoyt Arboretum.  Portland, OR  97221",,1995,G.J. Fritz,,
2139 , RHAMNACEAE,Rhamnus,purshiana,DC,Cascara,,"Hoyt Arboretum.  Portland, OR  97221",,4/94,G.J. Fritz,,
2140 , RHAMNACEAE,Zizihus,jujuba ,Mill.,Common Jujube,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
2141 , Rhamnaceae,Ziziphus,mauritiana,,Indian jujube,,USDA GRIN,36300,2023,,,
2142 , Rhamnaceae,Ziziphus,mauritiana,,Indian jujube,,USDA GRIN,67751,2023,,,
2143 , ROSACEAE,Agrimonia,eupatoria ,L.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany",,1994,G.J. Fritz,,
2144 , ROSACEAE,Amelanchier,,sp. Medic,Serviceberry,,"St. Louis Co., MO",,6/23/93,L.W. Blake,,
2145 , ROSACEAE,Amelanchier,alnifolia ,Nutt.,Saskatoon service berry,,"Hoyt Arboretum.  Portland, OR  97221",,1995,G.J. Fritz,,
2146 , ROSACEAE,Amelanchier,arborea ,(Michx. F) Fern,Shadbush,,"Cuivre River State Park.  Lincoln Co., MO",,6/1994,G.J. Fritz,,
2147 , ROSACEAE,Amelanchier,canadensis,(L.) Medik.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
2148 , ROSACEAE,Amelanchier,canadensis,,,Seeds,"From Sheffield Seed Co.  Locke, NY  13092",,1993,M. Williams,,
2149 , ROSACEAE,Amelanchier,denticalata,(H.B.K) C. Kock,,,"Botanical Garden of Bonn University, Germany",,9/22/08,G.J. Fritz,,
2150 , ROSACEAE,Amelanchier,sanguinea,(Pursh.) DC,Round-leaf Serviceberry,,"Emmet Co., MI",,1985,L.W. Blake,,
2151 , ROSACEAE,Amelanchier,utahensis,Koepne.,Utah serviceberry,,"Mt. Timpanger, Utah.  (A.O. Garrett 5612)",,1977,H.C. Cutler,,
2152 , ROSACEAE,Amelanchier,utahensis ,Koepne.,,,Arch. Site 42SA585,,1977,H.C. Cutler,,
2153 , ROSACEAE,Aphanes,inexspectata,W.Lippert,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
2154 , ROSACEAE,Aronia,prunifolia,,,,W.J. Beal Botanical Garden. MI State Univ. Collected from Manistee Co. in muck soil sloping upland to acidd sand at Wellston-Chittenden Lake,,2003,G.J. Fritz,,
2155 , ROSACEAE,Cercocarpus,montanus,,Mountain mahogany,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2156 , ROSACEAE,Chaenomeles,japonica ,Lindl.,Dwarf Japonese  quince,,"Price Rd.  Olivette, St. Louis CO., MO",,10/1987,L.W. Blake,,
2157 , ROSACEAE,Cowania,mexicana,,Cliffrose,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2158 , ROSACEAE,Crataegus,,sp.,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
2159 , ROSACEAE,Crataegus,,sp.,,,"Poverty Point State Park.  West Carroll Parish, LA",,1990,G.J. Fritz,,
2160 , ROSACEAE,Crataegus,,sp.,,,"Montgomery Co., OH",,1981,G.E. Wagner,,
2161 , ROSACEAE,Crataegus,,sp.,Hawthorn,,,,1978,L.W. Blake,,
2162 , ROSACEAE,Crataegus,,sp.,Hawthorn,,"From Incinerator site (33My57) Montgomery Co., Dayton, OH",,8/22/78,G.E. Wagner,,
2163 , ROSACEAE,Crataegus,mollis,(Torr. & A. Gray) Schelle,,,"Botanic Garden of Smith College.  Northampton, MA.",,1997,G.J. Fritz,,
2164 , ROSACEAE,Crataegus,mollis,(Torr. & A. Gray) Schelle,Hawthorn,,"Missouri Botanical Garden, St. Louis, MO",,1978,L.W. Blake,,
2165 , ROSACEAE,Crataegus,phaenopyrum ,(L.f.) Medic.,,,"Botanic Garden of Smith College.  Northampton, MA.",,1997,G.J. Fritz,,
2166 , ROSACEAE,Crataegus,phaenopyrum ,(L.f.) Medic.,Washington thorn,,"St. Louis Co., MO",,1975,G.E. Wagner,,
2167 , ROSACEAE,Crataegus,pinnatifida,,Chinese hawthorn,,"Chengdu, China",,2011,R. Spengler,,
2168 , ROSACEAE,Crataegus,rubra,,,,"From Sheffield Seed Co.  Locke, NY  13092",,1995,M. Williams,,
2169 , ROSACEAE,Crataegus,viridis,L.,Green haw,,"Iberville Parish, LA",,1986,M. Standifer,,
2170 , ROSACEAE,Crataegus,viridis ,L.,Green haw,,"St. Louis, MO",,1978,L.W. Blake,,
2171 , ROSACEAE,Cydonia,oblonga,Mill.,Quince,,"St. Louis Co., MO",,1980,G.E. Wagner,,
2172 , ROSACEAE,Duchesnea,indica ,(Andrews),Indian strawberry,,"From G.J. Fritz's front yard.  St. Louis CO., MO",,6/1994,,,
2173 , ROSACEAE,Duchesnea,indica ,(Andrews) Focke,Indian strawberry,,"Tensas Parish, LA",,1990,G.J. Fritz,,
2174 , ROSACEAE,Fallugia,paradoxa,,Apache Plume,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2175 , ROSACEAE,Fragaria,,,,,"China, Pixian agricultural field",,12/2010,R. Spengler,,
2176 , ROSACEAE,Fragaria,vesca,L.,,,"Hoyt Arboretum.  Portland, OR  97221",,1999,G.J. Fritz,,
2177 , ROSACEAE,Fragaria,vesca,L.,Woodland strawberry,,"Hoyt Arboretum.  Portland, OR  97221",,1995,G.J. Fritz,,
2178 , ROSACEAE,Fragaria,virginiana ,Duchesne,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
2179 , ROSACEAE,Fragaria,virginiana,Duch.C,,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
2180 , ROSACEAE,Fragaria,virginiana ,Duchesne,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Conway, MA",,1997,G.J. Fritz,,
2181 , ROSACEAE,Geum,canadense,Jacq.,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Ingham Co., MI in Southern Floodplain Forest at Legg Park floodplain",,2003,G.J. Fritz,,
2182 , ROSACEAE,Geum,canadense,Jacq.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
2183 , ROSACEAE,Geum,canadense,Jacq.,,,W.J. Beal Botanical Garden. MI State Univ.,,10/26/94,G.J. Fritz,,
2184 , ROSACEAE,Geum,chiloense,Balb.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
2185 , ROSACEAE,Geum,macrophyllum, Willd.,,,"Hoyt Arboretum.  Portland, OR  97221",,1999,G.J. Fritz,,
2186 , ROSACEAE,Geum,montanum ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
2187 , ROSACEAE,Geum,roylei,Bolle.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
2188 , ROSACEAE,Holodiscus,dumosus,,Cliff spirea,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2189 , ROSACEAE,Malus,pumila ,Mill,,,St. Louis grocery store,,1986,L.W. Blake,,
2190 , ROSACEAE,Malus,spectabilis,Borckh.,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,9/2001,G.J. Fritz,,
2191 , ROSACEAE,Malus,sylvestris ,Mill.,Apple,,"Botanical Garden, Halle, Germany.  Collected at Sachsen-Anhalt, Dessau",,1993,,,
2192 , ROSACEAE,Physocarpus,opulifolius ,(L.) Maxim,,,"Jefferson Co., MO W.J. Beal Botanical Garden. MI State Univ.",,5/28/92,G.J. Fritz,9/28/94,G.J. Fritz
2193 , ROSACEAE,Physocarpus,opulifolius ,(L.) Maxim,Ninebark,,"Jefferson Co., MO",,5/28/92,G.J. Fritz,,
2194 , ROSACEAE,Physocarpus,opulifolius ,(L.) Maxim,Ninebark,,"St. Francois Co., MO",,10/30/86,L.W. Blake,,
2195 , ROSACEAE,Potentilla,,,,,"Tasbas, Kazakhstan in the hills",,7/2011,R. Spengler,,
2196 , ROSACEAE,Potentilla,fragiformis ,Willd.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
2197 , ROSACEAE,Potentilla,fruticosa,,Shrubby cinquefoil,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2198 , ROSACEAE,Potentilla,recta,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
2199 , ROSACEAE,Potentilla,recta,L.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
2200 , ROSACEAE,Potentilla,tridentata ,Ait.,,,"Botanic Garden of Smith College.  Northampton, MA.",,9/2004,G.J. Fritz,,
2201 , ROSACEAE,Prunus,,sp.,"Cherry, Plum",,,,8/14/83,D.B. Epstein,,
2202 , ROSACEAE,Prunus,,sp.,Plum,,"Jefferson Co., MO",,1976,L.W. Blake,,
2203 , ROSACEAE,Prunus,,sp.,Bing cherry,,"Soulard Market, St. Louis, MO",,1976,G.E. Wagner,,
2204 , ROSACEAE,Prunus,,sp.,Plum,,"Langlier Site.  Jefferson CO., MO",,1974,C. Erickson,,
2205 , ROSACEAE,Prunus,,sp.,Plum,,,,,C. Erickson,,
2206 , ROSACEAE,Prunus,,sp.,Bing cherry,,,,,C. Erickson,,
2207 , ROSACEAE,Prunus,americana ,,American plum,Seeds,Sheffield Seed Company,,1993,M. Williams,,NEEDS LABEL
2208 , ROSACEAE,Prunus,americana ,Marsh.,American plum,,,,,C. Erickson,,
2209 , ROSACEAE,Prunus,andersonii ,Gray,Desert peach,,"Moapa Valley, Nevada",,1977,H.C. Cutler,,
2210 , ROSACEAE,Prunus,angustifolia,Marsh.,Chicasaw plum,,"Edmonson Co., KY",,1980,G.E. Wagner,,
2211 , ROSACEAE,Prunus,besseyi,,Western sand cherry,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
2212 , ROSACEAE,Prunus,caroliniana ,Aiton.,Carolina laurel cherry,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
2213 , ROSACEAE,Prunus,cerasus ,L.,Cultivated sour cherry,,,,1980,L.W. Blake,,
2214 , ROSACEAE,Prunus,domestica ,L.,Prune,,,,,C. Erickson,,
2215 , ROSACEAE,Prunus,emarginata ,Dougl.,Wild cherry,,Idaho (Mulford 1892),,1977,H.C. Cutler,,
2216 , ROSACEAE,Prunus,hortulana,Bailey,Wild goose plum,,"St. Louis Co., MO",,1972,L.W. Blake,,
2217 , ROSACEAE,Prunus,pensylvanica ,L.,Pin cherry,,"Emmet Co., MI",,1980,L.W. Blake,,
2218 , ROSACEAE,Prunus,pensylvanica ,L.,Pin cherry,,"Botanic Garden of Smith College. Northampton, MA. Northampton, Hampshire county, MA. Disturbed conifer/deciduous forest.",,4/16/07,G.J. Fritz,,
2219 , ROSACEAE,Prunus,persica,(L.) Batsch.,Old Spanish peach,,"Picuris Pueblo, H.W. Dick",,1977,H.C. Cutler,,
2220 , ROSACEAE,Prunus,persica ,(L.) Batsch.,Peach,,,,,C. Miksicek,,
2221 , ROSACEAE,Prunus,pumila ,L.,Sand cherry,,"Emmet Co., MI",,1985,L.W. Blake,,
2222 , ROSACEAE,Prunus,serotina,J.F. Ehrh.,,,Botanic Garden of Smith College,,11/2009,G.J. Fritz,,
2223 , ROSACEAE,Prunus,serotina,J.F. Ehrh.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately and Conway, MA",,1999,G.J. Fritz,,
2224 , ROSACEAE,Prunus,serotina,J.F. Ehrh.,Black cherry,,"From small creek near 23SL442 Site.  Bridgeton, St. Louis Co., MO",,4/2/88,L.W. Blake,,
2225 , ROSACEAE,Prunus,serotina,J.F. Ehrh.,Wild black cherry,,"Savannah, TN",,1978,L.W. Blake,,
2226 , ROSACEAE,Prunus,virens ,(Wesy & Standl.) Shreve,Southwestern chokecherry,,,,1977,H.C. Cutler,,
2227 , ROSACEAE,Prunus,virginiana ,Mill.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Hatfield, MA",,1999,G.J. Fritz,,
2228 , ROSACEAE,Prunus,virginiana,L.,Common chokecherry,,"Mackinaw City.  Emmet, Co., MI",,8/1990,L.W. Blake,,
2229 , ROSACEAE,Prunus,virginiana,L.,chokecherry,,"Emmet Co., MI",,1985,L.W. Blake,,
2230 , ROSACEAE,Prunus,virginiana,L.,chokecherry,,,,,C. Erickson,,
2231 , ROSACEAE,Prunus,virginiana,L.,chokecherry,,,,,C. Miksicek,,
2232 , ROSACEAE,Prunus,virginiana,L.,Western chokecherry,,"forma demissa, G.M. Jones",,1977,H.C. Cutler,,
2233 , ROSACEAE,Prunus,virginiana,L.,chokecherry,,The Botanic Garden of Smith College,,2012,G.J. Fritz,,
2234 , ROSACEAE,Prunus,virginiana,L.,,Seeds,"The Botanic Garden of Smith College, Collected at Conway, MA",80,1997,G.J. Fritz,,NEEDS LABEL
2235 , ROSACEAE,Pycantha,angustifolia ,"Marsh. Franch., Achneid.",,,"Arboretum Trsteno, Hrvatska, Croatia",,2001,G.J. Fritz,,
2236 , ROSACEAE,Rosa,,sp.,Wild rose,,Missouri,,,C. Erickson,,
2237 , ROSACEAE,Rosa,blanda ,Ait.,Wild rose,,"Emmet Co., MI",,1986,L.W. Blake,,
2238 , ROSACEAE,Rosa,blanda ,,Wild rose,Seeds,"Ion Nursery, Harper's Ferry IA",,1995,,,NEEDS LABEL
