Family,Genus,Species,Botanical author,Common name,Type of material,Source,Accession numbers,Date collected,Collector,Notes,Needs label?
CARYOPHYLLACEAE,Silene,vulgaris ,(Moench) Garcke. Ssp. Vulgaris,,,"Botanical Garden of Bonn University, Germany",,9/22/08,G.J. Fritz,,
CARYOPHYLLACEAE,Spergula,arvensis,L.,Corn Spurrey,,"Botanical Garden of Bonn University, Germany",,7/1994,G.J. Fritz,,
CARYOPHYLLACEAE,Stellaria,,,,,"China, Pixian stream bank",,12/2010,R. Spengler,,
CARYOPHYLLACEAE,Stellaria,media ,L.,Stitchwort,,"Sachsen-Anhalt, b. Aschersleben.   Botanischer Garten, Halle, Germany",,1993,,,
CARYOPHYLLACEAE,Stellaria,media ,(L.) Villars,Common chickweed,,"St. Louis Co., MO.",,1993,G.J. Fritz,,
CARYOPHYLLACEAE,Vaccaria,hispanica ,(Mill.) Rauschert,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
CELASTRACEAE,Celastrus,scandens,L.,American bittersweet,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected in Bucks, Co., PA",,1997,G.J. Fritz,,
CELASTRACEAE,Euonymus,americanus ,L.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA",,1997,G.J. Fritz,,
CELASTRACEAE,Euonymus,americanus,L.,Strawberry bush,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Wash. Crossing Historic Park, PA",,1995,G.J. Fritz,,
CELASTRACEAE,Euonymus,americanus ,L.,Hearts-a-bursting with love,,"Butler Co., KY",,1978,G.E. Wagner,,
CELASTRACEAE,Euonymus,obovata,Nutt.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Southworth Woods,,1999,G.J. Fritz,,
CHENOPODIACEAE,Atriplex,,sp.,Orach Greens,,Native Seeds Search,,1994,G.J. Fritz,,
CHENOPODIACEAE,Atriplex,,sp.,Orach,,"Ann Arbor, MI",,1991,G.J. Fritz,,
CHENOPODIACEAE,Atriplex,,sp.,Orach,,"Ann Arbor, MI",,1987,G.J. Fritz,,
CHENOPODIACEAE,Atriplex,,sp.,Orach,,Southwestern United States,,,C. Erickson,,
CHENOPODIACEAE,Atriplex,canescens,(Pursh.) Nutt.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
CHENOPODIACEAE,Atriplex,canescens ,(Pursh.) Nutt.,Four-wing saltbush,,"Navajo Co., AZ",,1982,G.E. Wagner,,
CHENOPODIACEAE,Atriplex,hortensis,L. (Roth.),,,"Hortus Botanicus.  Universitatis, Szeged, Hungaria",,1997,G.J. Fritz,,
CHENOPODIACEAE,Atriplex,hortensis ,L.,Garden orach,,,,1977,H.C. Cutler,,
CHENOPODIACEAE,Atriplex,hortensis,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/6/07,G.J. Fritz,,
CHENOPODIACEAE,Atriplex,patula ,L.,Common orach,,"Botanical Garden of Bonn University, Germany",,7/1994,,,
CHENOPODIACEAE,Atriplex,spinachia,L.,Spinach,,Vaughan 3766,,1977,H.C. Cutler,,
CHENOPODIACEAE,Atriplex,truncata ,(J. Torr.) A. Gray,Salt bush,,,,1977,H.C. Cutler,,
CHENOPODIACEAE,Beta,vulgaris ,L.,Swiss chard,,Vaughan 3823,,1977,H.C. Cutler,,
CHENOPODIACEAE,Beta,vulgaris ,L.,Beet,,Vaughan 3062,,1977,H.C. Cutler,,
CHENOPODIACEAE,Chenopodium,,sp.,,,,,,,,
CHENOPODIACEAE,Chenopodium,album ,L.,Lamb's quarters,,,,,C. Erickson,,
CHENOPODIACEAE,Chenopodium,ambrosioides ,L.,,,"collected from disturbed area by sidewarlk.  Area N. of Forest Park Pkwy, across from Wash. U. PEB students.  @1994",,9/2002,,,
CHENOPODIACEAE,Chenopodium,berlandieri,Moq.,Southern Huazontle,,Native Seed Search,,1994,,,
CHENOPODIACEAE,Chenopodium,berlandieri,Moq.,Goosefoot,,"Ann Arbor, MI",,1992,M.L. Williams,,
CHENOPODIACEAE,Chenopodium,berlandieri,Moq.,Huazontle,,Native Seed Search,,1990,L.W. Blake,,
CHENOPODIACEAE,Chenopodium,berlandieri,Moq.,Goosefoot,,"St. Charles Co., MO",,1990,L.W. Blake,,
CHENOPODIACEAE,Chenopodium,berlandieri,Moq. ssp. Jonesianum,Huazontle (ID David Asch),,"Archaeological from Parchman Place, MD",,1984,J. Connaway,,
CHENOPODIACEAE,Chenopodium,berlandieri ,Moq. var. nuttalliae,,,W.J. Beal Botanical Garden. MI State Univ.,,9/1/93,G.J. Fritz,,
CHENOPODIACEAE,Chenopodium,bonus-henricus ,L.,,,"Botanical Garden of Bonn University, Germany Deutschland, Nordrhein-Westfalen, Eifel, Sistig- Krekeler Heide, A. Kramer & K. Finkel 2-2003",,2003,G.J. Fritz,,
CHENOPODIACEAE,Chenopodium,bonus-henricus ,L.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
CHENOPODIACEAE,Chenopodium,bushianum ,Allen,Goosefoot (planted),,"Kampsville, IL",,1988,L.W. Blake,,
CHENOPODIACEAE,Chenopodium,bushianum ,Allen,Goosefoot,,"U.S. Highway 12, MI",,1987,G.J. Fritz,,
CHENOPODIACEAE,Chenopodium,bushianum ,Allen,Goosefoot (planted),,"Kampsville, IL",,1987,G.E. Wagner,,
CHENOPODIACEAE,Chenopodium,capitatum ,(L.) Aschers.,"Strawberry blight, Strawberry spinach",,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
CHENOPODIACEAE,Chenopodium,fremontii ,S. Watts,Goosefoot,,Southwestern United States,,,C. Erickson,,
CHENOPODIACEAE,Chenopodium,giganteum ,D. Don,,,"Botanical Garden of Bonn University, Germany",,1/18/99,G.J. Fritz,,
CHENOPODIACEAE,Chenopodium,hybridium ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
CHENOPODIACEAE,Chenopodium,leptophyllum,Nutt. ex. Moq.,,,"Pecos, NM",,10/7/95,G. Powell,,
CHENOPODIACEAE,Chenopodium,polyspermum ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1995,G.J. Fritz,,
CHENOPODIACEAE,Chenopodium,quinoa,Willd.,,,W.J. Beal Botanical Garden. MI State Univ.,,1999,G.J. Fritz,,
CHENOPODIACEAE,Chenopodium,quinoa,Willd.,Quinoa.  Faro variety,,"Sierra Blanca, Chile.  St. Joe, MO",,1992,Bill Rose,,
CHENOPODIACEAE,Chenopodium,quinoa,Willd.,Quinoa,,"Acari, Peru",,1989,P.J. Wright,,
CHENOPODIACEAE,Chenopodium,quinoa,Willd.,Quinoa,,"Acharachi, Bolivia",,1977,H.C. Cutler,,
CHENOPODIACEAE,Chenopodium,simplex, (Torr.) Raf.,Maple-leaved  goosefoot,,,,,C. Erickson,,
CHENOPODIACEAE,Chenopodium,vulvaria ,L.,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
CHENOPODIACEAE,Erotia,lanata,(Pursh.) Moq.,Winterfat,,"Keetseel Arch. Site, AZ   (NA 2519/242)",,1977,H.C. Cutler,,
CHENOPODIACEAE,Kochia,americana ,Wats.,,,"Pecos, NM",,10/7/95,G. Powell,,
CHENOPODIACEAE,Kochia,scoparia ,(L.) villars,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
CHENOPODIACEAE,Kochia,scoparia,(L.) Schrad.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
CHENOPODIACEAE,Kochia,scoparia,(L.) Schrad.,Fire bush,,,,1977,H.C. Cutler,,
CHENOPODIACEAE,Kochia,scoparia ,(L.)Schrad.  ssp. densiflora (Turcz.) Aellen,,,"Botanical Gardens at University of Leipzig, Germany Collected at Grobkorbetha, Sachsen-Anhalt, Germany",,1998,G.J. Fritz,,
CHENOPODIACEAE,?Pterocarya,stenoptera,sp. Atriplex,,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
CHENOPODIACEAE,Salsola,kali,L.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
CHENOPODIACEAE,Salsola,kali,L.,,,W.J. Beal Botanical Garden. MI State Univ. ,,1999,G.J. Fritz,Collected in Italy?,
CHENOPODIACEAE,Salsola,kali,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
CHENOPODIACEAE,Salsola,kali,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
CHENOPODIACEAE,Salsola,soda ,L.,,,"Botanical Garden of Bonn University, Germany",,2003,G.J. Fritz,,
CHENOPODIACEAE,Salsola,soda,L.,,,"Botanical Garden of Bonn University, Germany",,1/18/99,G.J. Fritz,,
CHENOPODIACEAE,Sarcobatus,vermiculatus ,(Hook) J. Torr.,Greasewood,,Southwestern United States,,,C. Miksicek,,
CLUSIACEAE,Hypericum,coris ,L.,,,"Botanic Garden of Smith College. Northampton, MA.",,1998,G.J. Fritz,,
CLUSIACEAE,Hypericum,gentianoides ,"L. Britton, Sterns & Poggenb.",,Seeds,Botanic Garden of Smith College.,45,2011,G.J. Fritz,,
CLUSIACEAE,Hypericum,majus ,(A. Gray) Britton,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Bluff Creek Borrow,,1999,G.J. Fritz,,
CLUSIACEAE,Hypericum,majus ,(A. Gray) Britton,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Bluff Creek Borrow,,1/2001,G.J. Fritz,,
CLUSIACEAE,Hypericum,olympicum ,L.,,,"Botanical Garden of Bonn University, Germany",,1/18/99,G.J. Fritz,,
CLUSIACEAE,Hypericum,prolificum,L.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Rose Lake Fen,,1999,G.J. Fritz,,
CLUSIACEAE,Hypericum,prolificum ,L.,Shrubby St. John's Wart,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Wash. Crossing Historic Park, PA",,1995,G.J. Fritz,,
CLUSIACEAE,Hypericum,prolificum ,L.,,,W.J. Beal Botanical Garden. MI State Univ.,,10/5/94,G.J. Fritz,,
CLUSIACEAE,Hypericum,punctatum ,Lam.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Bear Lake Power Line,,1999,G.J. Fritz,,
CLUSIACEAE,Hypericum,punctatum ,Lam.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Bear Lake Power Line,,1/2001,G.J. Fritz,,
CLUSIACEAE,Hypericum,punctatum , Lam.,,,"Botanic Garden of Smith College.  Northampton, MA.",,1999,G.J. Fritz,,
CLUSIACEAE,Hypericum,pyramidatum,Ait.,Great St. John's  Wart,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Wash. Crossing Historic Park, PA",,1995,G.J. Fritz,,
CLUSIACEAE,Hypericum,virginicum ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Hatfield, MA",,1998,G.J. Fritz,,
COMMELINACEAE,Commelina,communis ,L.,Dayflower,,"Missouri Botanical Garden.  St. Louis, MO",,1977,H.C. Cutler,,
COMMELINACEAE,Tradescantia,sp.,,Spiderwort,,"Richmond Heights, MO",,1993,G.J. Fritz,,
CONVOLVULACEAE,Convolvulus,arvensis ,L.,Field bindweed,,,,1977,H.C. Cutler,,
CONVOLVULACEAE,Convolvulus,humilis ,Jacq.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
CONVOLVULACEAE,Convolvulus,tricolor ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
CONVOLVULACEAE,Ipomoea,,sp.,Morning glory,,"Arch.  From Crenshaw, Md.  (22PA528)",,1984,J. Connaway,,
CONVOLVULACEAE,Ipomoea,hederacea ,(L.)Jacq.,,,"Hortus Botanicus.  Universitatis, Szeged, Hungary",,1997,G.J. Fritz,,
CONVOLVULACEAE,Ipomoea,hederacea ,(L.)Jacq.,Ivy-leaf morning glory,,Southern Weed Science Society,,1991,G.J. Fritz,,
CONVOLVULACEAE,Ipomoea,hederacea ,(L.)Jacq.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
CONVOLVULACEAE,Ipomoea,lancunosa,L.,Pitted morning glory,,Southern Weed Science Society,,1991,G.J. Fritz,,
CONVOLVULACEAE,Ipomoea,leptophylla,,Bush morning glory,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
CONVOLVULACEAE,Ipomoea,pandurata ,(L.) G.F. Meyer,Wild potato vine,,"St. Joe State Park, MO",,1987,L.W. Blake,,
CONVOLVULACEAE,Ipomoea,pandurata ,(L.) G.F. Meyer,Wild potato vine,,,,1977,H.C. Cutler,,
CONVOLVULACEAE,Ipomoea,purpurea ,(L.)Lam.,,,"Hortus Botanicus.  Universitatis, Szeged, Hungary",,1997,G.J. Fritz,,
CONVOLVULACEAE,Ipomoea,purpurea ,(L.)Roth,Common morning glory,,,,1977,H.C. Cutler,,
CONVOLVULACEAE,Ipomoea,tricolor ,Cav.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
CONVOLVULACEAE,Quamoclit,pennata,Bojer,Cypress vine,,Vaughan 2040,,1977,H.C. Cutler,,
CORNACEAE,Cornus,alternifolia ,L.,Alternate-leaved dogwood,,"Cheboygan Co., MI",,1986,L.W. Blake,,
CORNACEAE,Cornus,alternifolia ,L.,Alternate-leaved dogwood,,"Emmet Co., MI",,1989,,,
CORNACEAE,Cornus,alternifolia ,L.f.,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Conway, MA",21,1997,G.J. Fritz,,NEEDS LABEL
CORNACEAE,Cornus,amomum,Mill.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA",,1997,G.J. Fritz,,
CORNACEAE,Cornus,amomum,Mill.,Pale dogwood,,"Cheboygan Co., MI",,1986,L.W. Blake,,
CORNACEAE,Cornus,florida ,L.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Hidden Lake Gardens Trails,,1999,G.J. Fritz,,
CORNACEAE,Cornus,florida ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Hatfield, Whately, & Skinner State Park, MA",,1999,G.J. Fritz,,
CORNACEAE,Cornus,florida ,L.,Purple glory,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1994,G.J. Fritz,,
CORNACEAE,Cornus,florida ,L.,First Lady,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1994,G.J. Fritz,,
CORNACEAE,Cornus,florida ,L.,Flowering dogwood,,,,1991,G.J. Fritz,,
CORNACEAE,Cornus,florida ,L.,Flowering dogwood,,,,5/27/83,D.B. Epstein,,
CORNACEAE,Cornus,florida ,L.,Flowering dogwood,,"From Range Site (11S47).  St. Clair Co., IL",,9/23/78,G.E. Wagner,,
CORNACEAE,Cornus,foemina ,Mill.,Stiff dogwood,,"Butler Co., KY",,1978,G.E. Wagner,,
CORNACEAE,Cornus,foemina,Mill. ssp. racemosa  (Lam.) J. Wilson,,,W.J. Beal Botanical Garden. MI State Univ.,,10/12/94,G.J. Fritz,,
CORNACEAE,Cornus,foemina ,Mill. ssp. racemosa  (Lam.) J. Wilson,Gray dogwood,,"Emmet Co., MI",,1990,L.W. Blake,,
CORNACEAE,Cornus,mas ,L.,,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1994,G.J. Fritz,,
CORNACEAE,Cornus,mas,L.,Cornelian Cherry,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
CORNACEAE,Cornus,officinalis,,,,"Hoyt Arboretum.  Portland, OR  97221",,4/1994,G.J. Fritz,,
CORNACEAE,Cornus,racemosa ,Lam.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Skinner State Park, MA",,1999,G.J. Fritz,,
CORNACEAE,Cornus,racemosa ,Lam.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected in Monroe Co., PA",,1997,G.J. Fritz,,
CORNACEAE,Cornus,racemosa ,Lam.,Northern Swamp,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
CORNACEAE,Cornus,racemosa ,Lam.,dogwood,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Wash. Crossing Historic Park, PA.  Collected at June Vail.  Montgomery Co., PA/",,1995,G.J. Fritz,,
CORNACEAE,Cornus,rugosa ,Lam.,Round-leaved dogwood,,"Emmet Co., MI",,1986,L.W. Blake,,
CORNACEAE,Cornus,rugosa,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Manistee Co., MI.  Northern Mixed Forest.  Tippy Dam at Wellston",,2003,G.J. Fritz,,
CORNACEAE,Cornus,stolonifer,Michx.,Red-osier dogwood,,"Emmet Co., MI",,1986,L.W. Blake,,
CORNACEAE,Cornus,stolonifer,Michx.,Red-osier dogwood,,"Emmet Co., MI",,1990,L.W. Blake,,
CORYLACEAE,Corylus,cornata ,Marsh.,,,"Botanic Garden of Smith College.  Norhtampton, MA.",,9/2004,G.J. Fritz,,
CUCURBITACEAE,Benincasa,hispida ,Thunb.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Citrullus,lanatus ,(Thunb.) Matsum. & Nakai,Watermelon,,"Puna, Peru",,1981,D. Horn,,
CUCURBITACEAE,Citrullus,lanatus ,(Thunb.) Matsum. & Nakai,Watermelon,,"Pan Am Plane, Dakar, Senegal to New York",,1978,L.W. Blake,,
CUCURBITACEAE,Citrullus,lanatus ,(Thunb.) Matsum. & Nakai,Watermelon,,"National Supermarket, St. Louis.",,1976,G.E. Wagner,,
Cucurbitaceae,Citrullus,lanatus,,Watermelon,,USDA GRIN,273481,2023,,,
Cucurbitaceae,Citrullus,lanatus,,Watermelon,,USDA GRIN,392291,2023,,,
Cucurbitaceae,Coccinia,grandis,,Ivy gourd,,USDA GRIN,365066,2023,,,
CUCURBITACEAE,Cucumis,anguria ,L.,West Indian gherkin,,,,1977,H.C. Cutler,,
CUCURBITACEAE,Cucumis,melo,L.,Honey-dew melon,,,,1977,H.C. Cutler,,
CUCURBITACEAE,Cucumis,melo,L.,,,(7 vials of seeds),,1977,H.C. Cutler,,
CUCURBITACEAE,Cucumis,melo,L. var. dudain,Wild growing cantaloupe,,"Baton Rouge, LA",,1988,M. Standifer,,
Cucurbitaceae,Cucumis,melo,,Melon,,USDA GRIN,PI504553,2023,,,
CUCURBITACEAE,Cucumis,sativus ,L.,Cucumber,,Vaughan 3307,,1977,H.C. Cutler,,
CUCURBITACEAE,Cucurbita,argyrosperma,Hort.,Cushaw squash,,Native Seed Search,,1994,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,argyrosperma,,Sweet potato cushaw,,,,1991,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,argyrosperma,,Green striped cushaw,,,,1991,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,argyrosperma,,Calabasa squash,,Native Seed Search  #E17,,1990,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,argyrosperma,,Elfrida Taos type,,Native Seed Search  #E11,,1990,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,argyrosperma,,Hopi squash,,Native Seed Search  #E18,,1990,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,argyrosperma,,Papalote Ranch Cushaw squash,,Native Seed Search  #E21,,1990,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,argyrosperma,,Paral squash,,Native Seed Search  #?,,1990,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,argyrosperma,,San Bernadino feral squash,,Native Seed Search  #19,,1990,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,argyrosperma,,Silver edged squash,,Native Seed Search  #15,,1990,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,argyrosperma,,Tohono O'Odham squash,,Native Seed Search  #14,,1990,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,ficifolia ,Bouche,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,ficifolia ,Bouche,,,"Botanical Garden of Bonn University, Germany",,1/18/99,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,ficifolia ,Bouche,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,ficifolia ,Bouche,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,foetidissima ,H.B.K.,Buffalo gourd,,Native Seed Search,,1994,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,foetidissima ,H.B.K.,Buffalo gourd,,"Demming, NM",,1989,J. Dendy,,
CUCURBITACEAE,Cucurbita,foetidissima ,H.B.K.,Buffalo gourd,,Central Texas,,1989,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,foetidissima ,H.B.K.,Buffalo gourd,,Oklahoma (Nelson 1949),,1977,H.C. Cutler,,
CUCURBITACEAE,Cucurbita,foetidissima ,H.B.K.,Buffalo gourd,,"Pere Marquette State Park, IL.  (doubtful ID)",,,C. Erickson,,
CUCURBITACEAE,Cucurbita,lundelliana ,Bailey,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,maxima ,(Duch.) Lam.,Maxima squash,,"Kampsville, IL",,10/1988,P.J. Wright,,
CUCURBITACEAE,Cucurbita,moschata ,Duch. Covar. Abbreviatina,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,moschata,Duch. Covar. Nativa,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,moschata ,Duch.,Butternut squash,,"Grocery store.  St. Louis, MO",,1991,M.L. Williams,,
CUCURBITACEAE,Cucurbita,moschata ,Duch.,Butternut squash,,,,1979,L.W. Blake,,
CUCURBITACEAE,Cucurbita,okeechobeensis ,L. Bailey,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,palmata,Wats.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,palmeria,X C. argyrosperma,Chichicayota,,Native Seed Search M11,,1990,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,pepo ,L.,,,"Archaeological site (NA-1150,F.6, L.3,NE1/4)",,,C. Miksicek,,
CUCURBITACEAE,Cucurbita,pepo ,L.,Eastern Tarahumara Pipian,,Native Seed Search,,1994,,,
CUCURBITACEAE,Cucurbita,pepo ,L.,,,,,,C. Erickson,,
CUCURBITACEAE,Cucurbita,pepo ,L.,Warty squash,,,,,C. Erickson,,
CUCURBITACEAE,Cucurbita,pepo ,L.,Acorn Squash,,,,,C. Miksicek,,
CUCURBITACEAE,Cucurbita,pepo ,L.,Pumpkin,,,,,G.E. Wagner,,
CUCURBITACEAE,Cucurbita,pepo ,L.,,,9 vials of seeds from various seed companies,,1977,H.C. Cutler,,
CUCURBITACEAE,Cucurbita,pepo ,L.,,,5 vials of seeds from various locations,,1977,H.C. Cutler,,
CUCURBITACEAE,Cucurbita,pepo ,L.,,,"5 vials of seeds from Zuni, NM",,1977,H.C. Cutler,,
CUCURBITACEAE,Cucurbita,pepo ,L.,,,"4 vials of seeds from archaeological site  Wetherill Mesa, CO",,1977,H.C. Cutler,,
CUCURBITACEAE,Cucurbita,pepo ,L.,squash or pumpkin,,archaeological site Havasupai  1047/4560,,1977,H.C. Cutler,,
CUCURBITACEAE,Cucurbita,pepo ,L.,"Summer squash, or small pumpkin",,"Dumaw Cr., MI archaeological site",,1977,H.C. Cutler,,
CUCURBITACEAE,Cucurbita,pepo  ,L. convar. giromontiira var. oleifera,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,pepo ,L. ssp. ovifera var. texana,,,"Collected at Jersey Co., IL",,11/1990,G.J. Fritz,,
CUCURBITACEAE,Cucurbita,pepo ,L. var. ovifera (L.) Alef.,,,"Soulard Market.  St. Louis, MO",,1978,G.E. Wagner,,
CUCURBITACEAE,Cucurbita,pepo ,,Thelma Sanders Sweet Potato,Seeds,"North Central regional Plant Introduction station. US, Missouri",26953,2005,,,NEEDS LABEL
CUCURBITACEAE,Cucurbita,sororia ,Bailey,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Cyclanthera,,sp. Schrad.,,,"Neal, India",,1977,H.C. Cutler,,
CUCURBITACEAE,Cyclanthera,pedata ,(L.) Schrad.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
CUCURBITACEAE,Cyclanthera,pedata ,(L.) Schrad.,caygua,,"Acari, Peru",,6/24/89,P.J. Wright,,
CUCURBITACEAE,Echinocystis,lobata ,(Michx.)T&G,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Bennett Rd.,,1999,G.J. Fritz,,
CUCURBITACEAE,Echinocystis,lobata ,(Michx.)T&G,"Wild cucumber vine, Balsam Apple",,Prairie Moon Nursery,,1995,M.L. Williams,,
CUCURBITACEAE,Lagenaria,siceraria ,(Mol.)Stdl.,Bilobal Gourd,,Native Seeds Search,,1994,D. de Hidalgo,,
CUCURBITACEAE,Lagenaria,siceraria ,(Mol.)Stdl.,Gourd,,,,4/17/91,G.J. Fritz,,
CUCURBITACEAE,Lagenaria,siceraria ,(Mol.)Stdl.,Bottle Gourd,,"University of Missouri.  St. Louis, MO",,1984,P.J. Wright,,
CUCURBITACEAE,Lagenaria,siceraria ,(Mol.)Stdl.,African variety gourd,,"Grown in LaJolla, CA",,,H.C. Cutler,,
CUCURBITACEAE,Lagenaria,siceraria ,(Mol.)Stdl.,Gourd,,,,,C. Erickson,,
CUCURBITACEAE,Lagenaria,siceraria ,(Mol.)Stdl. ssp. asiatic,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
Cucurbitaceae,Lagenaria,siceraria,,Calabash,,USDA GRIN,491272,2023,,,
Cucurbitaceae,Lagenaria,siceraria,,Calabash,,USDA GRIN,15945-01,,,,NEEDS LABEL
CUCURBITACEAE,Luffa,acutangula,,ridged luffa,,"China, Pixian cultivated forest",,1/2010,R. Spengler,,
CUCURBITACEAE,Luffa,acutangula ,Roxb.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Luffa,cylindrica ,Roem.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Luffa,cylindrica ,Roem.,Dishrag gourd,,,,,,,
CUCURBITACEAE,Melothria,pendula ,L.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Melothria,scabra ,Naud.,,,"Institut fur Pflanzengenetik, Gatersleben, Germany.",,1994,G.J. Fritz,,
CUCURBITACEAE,Momordica,M. charantia,L. or v,,,South Vietnam,,1977,H.C. Cutler,,
Cucurbitaceae,Momordica,rostrata,,Momordica,,USDA GRIN,678380,2023,,,
CUCURBITACEAE,Sechium,edule,L.,Chayote,,"Olive Supermarket, St Louis, Missouri",,10/2008,A. Landon,,
CUCURBITACEAE,Sicyos,angulatus,L.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
CUCURBITACEAE,Sicyos,angulatus,L.,Bur-cucumber,,"Butler Co., KY",,1977,G.E. Wagner,,
